iter	Passed	Remaining
1273	42066	156049
1274	42097	156009
1275	42141	156017
1276	42173	155980
1277	42216	155981
1278	42249	155948
1279	42281	155914
1280	42315	155884
1281	42361	155899
1282	42392	155857
1283	42428	155836
1284	42458	155791
1285	42486	155740
1286	42516	155695
1287	42548	155660
1288	42582	155630
1289	42618	155605
1290	42662	155614
1291	42691	155565
1292	42723	155528
1293	42754	155487
1294	42787	155454
1295	42819	155420
1296	42853	155389
1297	42885	155351
1298	42915	155308
1299	42948	155274
1300	42981	155240
1301	43013	155204
1302	43043	155160
1303	43074	155122
1304	43107	155088
1305	43139	155050
1306	43169	155008
1307	43204	154982
1308	43242	154966
1309	43285	154970
1310	43316	154929
1311	43350	154899
1312	43383	154866
1313	43415	154828
1314	43444	154781
1315	43472	154731
1316	43509	154711
1317	43543	154681
1318	43574	154640
1319	43604	154599
1320	43634	154555
1321	43666	154516
1322	43695	154470
1323	43726	154430
1324	43758	154394
1325	43791	154360
1326	43823	154323
1327	43853	154281
1328	43885	154242
1329	43919	154214
1330	43952	154181
1331	43984	154144
1332	44019	154118
1333	44049	154073
1334	44077	154022
1335	44108	153984
1336	44136	153931
1337	44167	153892
1338	44198	153853
1339	44228	153809
1340	44261	153776
1341	44292	153736
1342	44328	153714
1343	44359	153674
1344	44396	153655
1345	44426	153612
1346	44457	153571
1347	44488	153531
1348	44517	153486
1349	44551	153454
1350	44582	153416
1351	44613	153374
1352	44643	153332
1353	44680	153313
1354	44714	153284
1355	44749	153256
1356	44783	153226
1357	44815	153190
1358	44848	153157
1359	44877	153109
1360	44907	153069
1361	44940	153034
1362	44970	152990
1363	45003	152958
1364	45036	152925
1365	45067	152888
1366	45100	152853
1367	45133	152820
1368	45164	152780
1369	45197	152746
1370	45229	152710
1371	45260	152672
1372	45289	152626
1373	45325	152601
1374	45359	152572
1375	45393	152544
1376	45427	152514
1377	45459	152478
1378	45492	152443
1379	45525	152412
1380	45555	152369
1381	45588	152334
1382	45617	152290
1383	45649	152253
1384	45682	152220
1385	45714	152184
1386	45763	152203
1387	45802	152190
1388	45835	152158
1389	45875	152148
1390	45907	152111
1391	45939	152074
1392	45971	152038
1393	46003	152003
1394	46035	151965
1395	46065	151924
1396	46103	151908
1397	46135	151869
1398	46180	151878
1399	46217	151856
1400	46256	151843
1401	46286	151802
1402	46327	151795
1403	46359	151757
1404	46391	151721
1405	46424	151687
1406	46465	151681
1407	46503	151665
1408	46540	151643
1409	46571	151605
1410	46602	151564
1411	46633	151526
1412	46673	151516
1413	46705	151479
1414	46741	151456
1415	46779	151438
1416	46834	151477
1417	46877	151474
1418	46918	151468
1419	46963	151472
1420	47007	151475
1421	47048	151467
1422	47083	151442
1423	47117	151410
1424	47150	151376
1425	47183	151345
1426	47221	151326
1427	47257	151304
1428	47297	151292
1429	47331	151261
1430	47374	151261
1431	47407	151228
1432	47448	151220
1433	47492	151219
1434	47525	151188
1435	47561	151163
1436	47603	151157
1437	47645	151152
1438	47683	151136
1439	47717	151106
1440	47755	151088
1441	47794	151073
1442	47832	151055
1443	47867	151028
1444	47899	150991
1445	47932	150957
1446	47961	150912
1447	47993	150875
1448	48025	150837
1449	48058	150804
1450	48090	150768
1451	48123	150733
1452	48158	150705
1453	48190	150670
1454	48224	150639
1455	48256	150601
